groupid,url,name,review_id,sentence_id,text,annotation1_Lorena,annotation2_Dora,annotation3_Nika,label_Sara
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,346,1,Najlošije iskustvo s liječnikom u Hrvatskoj.,negative,positive,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,346,2,"Mjesecima ""pokvaren"" telefon , ne poštuju radno vrijeme, a na zamolbu mail adrese vrlo ljuto sam ga dobila s napomenom da ga nikom ne dajem.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,346,3,Uz to prvi kontakt vrlo neprofesionalan i arogantan.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,346,4,To je sve bilo dovoljan razlog da potražim novog ginekologa.,negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,347,1,Nažalost nisam uspjela koristiti usluge dotične liječnice stoga ne mogu reći jesu li dobre ili loše.,neutral,negative,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,347,2,"Problem je što se kod doktorice nemoguće naručiti i doći na pregled, iako sam se uredno upisala.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,347,3,"Već prvi ponedjeljak u mjesecu su bili popunjeni svi termini, išla sam osobno u ordinaciju.",negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,347,4,"Na telefon se ne javljaju, kad dođeš osobno sestra te otpili da nema termina i da primaju samo hitne pacijentice.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,347,5,"Ostaje samo ići na sve preglede privatno, a po uputnice kod doktorice.",negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,347,6,Koma,negative,mixed,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,348,1,"Nemoguće je ostvariti kontakt sa doktoricom, i nije moguće naručiti se na pregled jer se niti nakon nekoliko stotina poziva nitko ne javlja na objavljeni broj telefona.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,348,2,"Ovo je prevara, pokupila je pacijente a ne obavlja preglede.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,349,1,"Zovem od početka druge smjene, već 2 i pol sata uporno zovem i nitko se ne javlja, stalno je zauzeto ili samo odzvoni do kraja.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,349,2,Užas!,negative,mixed,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,349,3,"Zar u vrijeme ove pandemije, žene se ne mogu niti naručiti preko telefona, a kamo li nešto drugo pitati.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,349,4,Svi si mi moramo oduzimat vrijeme i živce zbog ne javljanja med.sestre na telefon.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,349,5,Krajnje ne profesionalno!,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,350,1,"Naručuje se za termin pregleda jedan dan u mjesecu i onda kad se dođete naručiti, kada im počinje radno vrijeme u popodnevnoj smjeni, med.sestra vam kaže da nemaju termina jer su žene već ujutro popunile termine?",negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,350,2,To su nam dali?,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,350,3,Tako se brinu o ženama u Zadru?,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,350,4,Puno hvala.,sarcasm,positive,sarcasm,sarcasm
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,351,1,"Moram pohvaliti stručnost, empatiju i znanje doktorice.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,351,2,Što se tiče drugih stvari doktorica ne može utjecati na rad telefona.,neutral,negative,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,351,3,Tek je počela raditi i jos joj nisu proradili telefoni.,neutral,negative,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,351,4,Tko je uporan uspije se naručiti.,neutral,positive,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,352,1,"Mjesec dana zovem na navedeni broj, s namjerom da dobijem datum za pregled, i u tih mjesec dana jednom mi se je sestra javila da bi rekla da nazovem 1.3 da bi se narucila.",negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,352,2,Zovem ja iza 1.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,352,3,"3 nitko ali bas nitko da se javi, nekidan sam otisla tamo posto je ""radila"" popodne naime nisam nikoga tamo nasla tako reci poljubila vrta.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,352,4,Sad mene zanima da li ce ta doktorica uopce pocet rad sa pacijentima ili je to bilo uzaludno upisavanje kod nje?,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,352,5,"Mnoge pacijentice su na cekanju, a nitko da obrazlozi zasto?",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,1,Ne znam otkud doktorici pozitivne recenzije od navodnih pacijenata iz Zadra kad još nije ni počela raditi.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,2,"Ambulanta joj je priznata od 22.1.a ona još nije počela raditi, tvrdi da joj HZZO nije omogućio pristup podacima pacijenata.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,3,"Oni pak tvrde drukčije, a pacijentice su na čekanju.",negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,4,Kad se nazove ambulanta u pokušaju da se naručite za pregled još Vas ekstremno neljubazna sestra iznapada i otpili uz objašnjenje da naručuju od sljedećeg tjedna.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,5,I tako svaki tjedan.,negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,6,Ukratko jako sam razočarana zasad.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,353,7,"Ukoliko i postoji nekakav tehnički problem koji onemogućuje početak rada trebalo bi poraditi na otklanjanju, a ne prekriženih ruku čekati, a plaća ide.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,354,1,Doktorica Spalldi je vrlo pristupačna stručna i ljubazna osoba.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,354,2,Osvježenje u Zadru napokon.,positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,354,3,Toplo preporučam.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,355,1,Doktorica je stvarno super prekrasna žena i puna razumijevanja.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,355,2,U svega pola stata mi je objasnila i riješila problem s kojim sam se patila skoro pa 2 godine.,positive,mixed,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,355,3,Želim joj se još jednom zahvalit na svemu.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,355,4,Preporučam da idete k njoj.,positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,356,1,"Dr. Spalldi je izuzetno stručna i ljubazna osoba, koja ulijeva povjerenje pacijentu koji prolazi kroz teške životne situacije.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,356,2,Toplo preporučam dr. Laru Spalldi svima.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,356,3,Zadar je napokon na dobitku.,positive,mixed,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,357,1,Doktorica Lara Spalldi Barišić je ginekolog kakvog je Zadar dugo čekao.,positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,357,2,"Vrlo ljubazna i susretljiva, pažljiva i s puno poštovanja i strpljenja prema pacijentu.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,357,3,U razgovoru sa doktoricom sam napokon dobila informacije i savjete koje sam dugo čekala za razliku od svih prijašnjih ginekologa.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,357,4,Doktorica za svaku preporuku!,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,358,1,"Nova liječnica u Zadru, ugodno iznenađenje!",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,358,2,"Strpljiva, susretljiva i vrlo draga!",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,358,3,Nadasve stručna i profesionalna!,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,358,4,Preporučiti ću je svim svojim prijateljicama.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,359,1,"Izuzetno ljubazna, pristupačna i profesionalna doktorica koja odlično zna i radi svoj posao!",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,359,2,Za svaku preporuku,positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,360,1,"Može li neko iz Zadra ostavit kontakt i radno vrijeme doktorice, i adresu?",neutral,neutral,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,360,2,"Nemoguce je doci do podataka, niko nista ne zna koga god da se pita",neutral,negative,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,361,1,Iznimno draga doktorica.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,361,2,Tek je stigla u Zadar i svakako bi ju preporučila svima!,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,361,3,Osoba koja će saslušati svaki vaš problem i strah.,positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,361,4,Vrlo je stručna i s puno iskustva.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,361,5,Ulijeva mi potpuno povjerenje.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,361,6,Za svaku preporuku,positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,362,1,Definitivno najbolja ginekologica kod koje sam sada bila!,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,362,2,"Nježna, stručna i nadasve ljubazna.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,362,3,Reagirala je pravovremeno kada mi je bilo potrebno.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,362,4,"Odlična doktorica, a i prije svega osoba!",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,363,1,Oduševljana sam novom doktoricom u Zadru.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,363,2,Doktorica Lara Spalldi Barišić mi je sve stručno i detaljno objasnila uz puno razumijevanja za moje strahove i osjećala sam se apsolutno sigurno.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,363,3,Osobno iznimno draga i pristupačna osoba što smatram da je jako bitno svakom pacijentu.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,363,4,Sve pohvale i svakako preporučam.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,364,1,"Iznimno ugodna i stručna doktorica, svojim znanjem i odnosom prema pacijentu ulijeva povjerenje.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,364,2,Baš sam iznimno zadovoljna i nadam se da će doktorica Spalldi ostati dugo u Zadru.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,365,1,Divna nova ginekologica stigla je u Zadar.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,365,2,"Doktorica Lara Spalldi Barišić, divna osoba, 100% predana svom poslu, vidi se da ima znanja i iskustva, prezadovoljna sam prvim pregledom kod nove ginekologice u Zadru.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,365,3,"Malo se čeka ali ok, za razliku kod drugih ovo je jako malo.",positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,365,4,Sestra je mlada i komunikativna.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,365,5,"Moj pregled nikad bolji, sve mi je objašnjeno, pokazano.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,365,6,Stručnost na nivou.,positive,negative,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,366,1,Bila sam 3 godine pacijentica 1.put sam stavljena na stolac za pregled i to jer je bilo neizbjezno.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,366,2,Smijala se na moje lose nalaze kao da smo skupa ovce cuvale i naravno prepisala bi terapiju i nijednom nije spomenula kontrolne briseve i slicno.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,366,3,Isto trebalo je doc tamo u uzasnim bolovima i trazit da me pregleda sto prije da bi dobila termin za mj dana!,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,366,4,Naravno kad sam dosla na taj dugoocekivani termin upisala je da me pregledala a NIJE i 3 dana nakon sam hospitalizirana sa 2 ogromne ciste na oba dva jajnika i hrpom drugih upala i problema i njezinim dobrim nalazom da mi je sve u redu ?,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,366,5,nakon krizanja i podsmjeha svih doktora koji su bili ukljuceni u moj slucaj kad su vidjeli tko je izdao nalaz bilo mi je sve jasno.,negative,mixed,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,366,6,"Bjezat sto dalje od ove ""doktorice"".",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,1,"Uspjela sam uloviti doktoricu dok je još radila, negdje u 6.mjesecu.",neutral,positive,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,2,"Da, doktorica je na prvi pogled vedra, vesela, srdačna, ali iza toga ne stoji nikakva specijalna stručnost.",mixed,mixed,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,3,"Ne želim ulaziti u detalje, ali mene je vidjela jednom i opasno mi je ugrozila zdravlje.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,4,"Do koje mjere joj je stalo do pacijenata pokazuje i to vječno bolovanje u sred medicinske drame, a onda je sretnete u šetnji s djecom.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,5,"Budući da mi se stanje zakompliciralo, dolazila sam i kod zamjene i nije to sestrina izmišljotina da morate doći tamo, nego liječnik koji je tad bio na zamjeni tako zahtijeva.",neutral,negative,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,6,"Iskreno, meni je sestre žao.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,367,7,"Riba smrdi od glave, za stanje u ordinaciji je odgovoran liječnik.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,368,1,"Doktoricu bih preporučila svima, ali to nejavljanje sestre na telefon zaista je za svaku osudu!",mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,368,2,Poslala sam pritužbu na: https://pravapacijenata.hr/imate-prituzbu/ i pozivam sve druge pacijentice da učine isto.,negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,368,3,"Sestra se NIKADA ne javlja ne telefon, UOPĆE, te za svaku, i najmanju glupost (doznaku, rutinski pregled ili termin) potrebno je osobno ići do ordinacije, pokucati i čekati, ponekad i po dva sata da biste dobili jedan papir ili konačno saznali termin.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,368,4,Tko može toliko čekati?,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,368,5,"Šteta, jer dr. Spalldi je uistinu stručna, profesionalna i nadasve topla osoba.",mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,368,6,"Sestra je u osobnom kontaktu korektna i čisto ok ali ugrožava prava pacijenata nejavljanjem na telefon, posebice za vrijeme pandemije covid 19 kada ionako ne smijemo bespotrebno klipsati po domovima zdravlja.",mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,369,1,Doktorica je ono sto bi se trebalo ocekivati od svakog doktora u 2020.godini.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,369,2,"Izuzetno ljubazna, smirena, pristupacna - razina da se dopisujemo putem waap oko nalaza i termina, strucna i zeli pomoci.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,369,3,"Uz njezinu pomoc, trudnoca u vrijeme covid krize prolazi uz puno manje stresa i brige.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,369,4,Tesko je dovoljno naglasiti sve benefite ali za svaku preporuku!,positive,mixed,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,370,1,"Doktorica je stručna, draga, ljubazna i strpljiva te se uvijek trudi objasniti sve na razumljiv način tako da ulijeva sigurnost, što znači da kod nje nema straha !",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,1,Doktorica je zaista odlicna.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,2,"Draga, strpljiva, strucna i puna razumijevanja.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,3,Za nju imam samo rijeci pohvale.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,4,"Medjutim, zbog sestre razmisljam da prebacim karton kod drugog ginekologa ili da jednostavno svaki put odlazim kod privatnog ginekologa.",negative,neutral,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,5,"Sestra je uzivo solidna, ali nemoguce ju je dobiti na telefon.",mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,6,"Primjerice, u tri dana sam je zvala u razlicito doba za vrijeme radnog vremena sigurno 45 puta i nije se javila.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,7,"Razumijem, posla je mnogo, ali u tri dana da ne moze podici slusalicu?",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,8,Toliko nitko nije zaposlen.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,9,"Takodjer, u prosjeku kod doktorice dolazim jednom ili dvaput godisnje.",neutral,neutral,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,10,"Kada sam prosle godine zeljela doci na drugi pregled te godine u razmaku od 6 mjeseci (imam endometriozu, bila na operaciji, kirurg u bolnici mi je savjetovao da sto cesce idem na preglede) sestra me nije zeljela primiti (""Sto vi opet imate ovdje raditi prije nego je proslo godinu dana?"") dok nije shvatila da se necu od tamo maknuti bez termina za pregled.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,371,11,Veliki plus za doktoricu i minus za sestru.,mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,372,1,"Sve pohvale za stručnost i ljubaznost, i sestre i doktorice.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,372,2,Doktorica je jako stručna i draga prema pacijenticama.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,372,3,"Moja velika zamjerka je ta što se na pregled može naručiti samo prvog radnog dana u mjesecu (ili dok se ne popune svi termini), a kad zovete na telefon nitko se ne javlja čak i nakon više od 30 poziva u toku jednog radnog dana.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,372,4,Smatram da bi komunikaciju i naručivanje uvelike olakšalo to da se uvede komunikacija mail-om.,neutral,positive,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,372,5,Šteta da se zbog loše organizacije stvara nezadovoljstvo kod pacijentica jer je doktorica najbolja ginekologinja kod koje sam ikad bila i svima bi je preporučila.,mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,373,1,"Izuzetno draga, profesionalna i temeljita doktorica.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,373,2,"Sasluša svakog pacijenta , daje savjete utemeljene na znanju i vlastitom iskustvu.",positive,neutral,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,373,3,"Sestra i doktorica su iznimno ljubazne , ponekad se malo duže čeka, iskljucivo kada je jaka guzva (maksimalno do sat vremena) ali isplati se stostruko.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,374,1,Doktorica je odlična i ima sve pohvale od mene.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,374,2,"Problem je što je nemoguće dobiti sestru na telefon da bi se uopće moglo naručiti za pregled, a i ordinacija nema mail što je veliki problem, a olakšalo bi komunikaciju.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,374,3,To je ujedno i najveća zamjerka.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,374,4,"Treba se doći osobno da bi se naručio na pregled, a budući da se nitko ne javlja ni rezultate nalaza nije moguće provjeriti putem telefona iako vam ljubazno kažu da nazovete za koji tjedan kada nalazi budu gotovi, ali naravno da vam se na telefon nitko ne će javiti.",negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,374,5,Uz svu moguću tehnologiju koja danas postoji to je veliki problem.,negative,negative,negative,negative
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,375,1,Same pohvale za doktoricu i sestru.,positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,375,2,"Pregledi su bili vrlo detaljni i nježni, bez ikakvih neugodnosti.",positive,mixed,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,375,3,"Doktorica sve jasno objašnjava, daje savjete, odgovara na sva pitanja i iz ordinacije ne izlazite u nedoumicama ili neznanju.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,375,4,"I doktorica i sestra su mi pružile osjećaj sigurnosti, a to mi je dosta bitno.",positive,mixed,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,375,5,"Također, ljubaznost je na visokom nivou.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,375,6,"Zna biti gužva, no to za moj pojam ovisi o našem zdravstvenom sustavu i prebukiranosti većine ordinacija, jer sve ide dosta uhodano kad ste tamo, a i isplati se pričekati s obzirom na kvalitetu usluge.",mixed,negative,mixed,mixed
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,376,1,Doktorica i sestra su mi bile od velike pomoci.,positive,mixed,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,376,2,"Sve pohvale za rad, trud i ljubaznost.",positive,positive,positive,positive
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,377,1,Ja sam se vodila kod dr. Žigmund koja je radila na Borovju.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,377,2,Kako imam privatnog ginekologa nedavno sam saznala da je doktorica otišla prije 4 godine u privatnike.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/lara-spalldi-barisic/d19233,Lara Spalldi Barišić,377,3,U domu zdravlja sam dobila informaciju da je sve pacijentice od dr. Žigmund preuzela dr. Lara Spalldi-Bariši.,neutral,neutral,neutral,neutral
